발언내용,2021일부,2021전체
내가 이 계획을 보니까 좀 섭섭한 점이 많아서 지금 질문을 드리는 겁니다.,긍정,중립
이상입니다.,긍정,중립
"""좀 디테일하게……. 자, 안전진단등급 몇 등급 이상이죠?""",긍정,중립
"""제가 자료 받은 매입형 유치원 11건을……. 죄송합니다. 11건의 안전진단보고서를 다 검토를 했어요. 나중에 종합적인 결과는 말씀을 드리겠지만 제 시간에 하나하나 안전진단 사항에 문제점이 있는 것을 조목조목 말씀을 드리겠습니다. 새봄유치원 매입하셨죠? 준공연도가……. 새봄유치원을 먼저 할 게 아니라, 엔젤유치원 준공연도가 1975년입니다. 그러면 45년 전에 지어진 건물입니다. 그다음에 여기 안전진단상에 나와 있는 문제점이 뭐냐 하면 그 진단 사무실의 대표이사가 이 안전진단에 참여하는 참여 기술자가 아니에요. 즉, 뭐냐 하면 그분이 그 진단에 전혀 관여를 안 했다는 거예요. 확인하셨나요?""",부정,중립
"""전혀 확인이 안 돼 있습니다. 두 번째로 진단의 부위 중에는 기둥도 있고 보도 있고 또 진단의 종류에는 콘크리트 강도 측정도 있고 철근의 간격, 철근의 피복 두께, 철근의 굵기 이러한 탐사 데이터가 나와야 되고, 그다음에 기울기, 처짐, 보수ㆍ보강 방법 등등이 있는데, 철근의 강도 조사 내용을 보니까 콘크리트 테스트 해머로 측정면 3cm 간격의 종 4개 방향 20점 이상을 측정해서 평균치 ±6회 이상의 차값, 그러니까 평균치의 +가 6이 넘는다든지 +가 -6이 된다든지 이런 경우를 제외한 나머지 값을 평균값으로 봐야 됩니다. 그런데 그러한 디테일한 자료가 보고서에는 전혀 나와 있지 않아요. 확인하셨나요?""",부정,중립
"""글쎄, 이미 매입을 해서 저희 교육청 재산으로 들어온 것에 대해서 이해를 한다는……. 그런데 그 과정에 최소한도 이런 안전진단보고서를 보시고 이런 문제점을 지적하고 이것에 대한 어떤 의문점을 제기해야 되지 않느냐 이거죠.""",부정,중립
시행착오를…….,긍정,중립
말씀하신 부분에 대해서 세밀하지 못했다는 부분은 말씀을 드리고요. 구체적인 부분을 이렇게 말씀해 주시면 향후 추진할 때 저희가 참고를 하도록 하겠습니다.,긍정,중립
"""두 번째로 제일 중요한 콘크리트 압축강도 측정치를 어떻게 해서 측정치가 나왔으며 그 측정치에 대한 재령계수값이 제대로 데이터가 들어가 있는지, 그 재령계수값도 보고서에 다 들어가 있어요. 몇 년 이상 되면 얼마를 곱하고, 얼마를 곱하고, 얼마를 곱하고, 측정치가 30MPa이 나왔으면 10년이 되면 거기다가 0.63을 곱해요. 왜? 처음에 콘크리트 최고 압축강도에 시간이 가면 갈수록 1이라는 숫자에서 점점점점 내려옵니다. 그게 압축강도가 그만큼 시간이 갈수록 줄어든다는 증거죠.""",부정,중립
"""황인구 위원입니다. 교육행정국장을 비롯한 공무원 여러분, 고생 많다는 말씀을 드리고요. 교육시설안전과장님께 질의하겠습니다.""",긍정,중립
지금 거암초는 여러 가지 학교 개교 일정에 맞춰서 진행하다 보니까 현상설계 공모 당선작의 문제점들에 대해서 면밀하게 파악해서 수정 변경을 하기는 여의치 않았죠?,부정,중립
"""설계공모한 건축사의 현상안을 건축사 다섯 분이서 심사를 해요. 물론 그분들이 전문가기 때문에 그분들의 어떤 설계안이 우리 학교에 적정한지 안 한지를 그분들 나름대로 전문가적 입장에서 볼 수 있는 측면도 없지 않아 있다고 본 위원 생각합니다. 그럼에도 불구하고 쉽게 표현하면 교육청에서 내 집을 짓는데 내 집을 어떻게 지을 것인가 고민이 안 보여요. 무슨 얘기냐면 그 안이 들어왔으면 이게 적정한지 안 한지 사전에 체크도 하고 심사를 통해서 그게 걸러져야 되는데 결과적으로 당선작으로 다 당선시켜 놓고 기술자문위원회 검토를 거쳐서 변경할 내용이 있으면 경미한 변경은 변경하고 중대한 변경이 있으면 이 부분을 반려할 수도 없는 상황이고 그냥 두루뭉수리하게 넘어간단 말이죠. 그래서 아예 이 설계공모안이 제출되었을 때 심사과정에서 우리 교육청의 관계자, 법령으로 그게 제한되어 있는지 모르지만 학교시설을 나름대로 이용해 보고 활용해 본 경험이 있는 그런 분들이 들어가고, 학교 교육공간을 잘 아는 외부 교수 전문가 이런 분들도 넣고 이렇게 심사해서 우리 교육환경에 맞는, 아이들 눈높이에 맞는 또 우리 교원들의 눈높이에 맞는 교육환경시설을 제공하고 선정해야 되는 것 아니에요?""",중립,부정
누수되고 이런 것들 말이에요.,중립,부정
"""제가 알기로는 지원청의 후임자가 엄청나게 고생하고 있어요, 물론 전임자도 최선을 다했겠지만. 예를 들어서 과장님 집 지은 지 9개월 됐는데 빗물 새고 그러면 좋겠어요? 더군다나 교육공간이에요. 아이들이 거주하는 공간에 지은 지 9개월밖에 안 됐는데 빗물이 줄줄 새면 좋아요? 무슨 얘기냐면, 물론 설계단계에서 조금 더 디테일하고 세밀하게 챙겼더라면, 예를 들어서 누수되는 것 표현을 건축용어를 써서 그렇지만 두겁석 같은 것을 제대로 설치했다고 하면 그런 부분이 누수되지 않고 충분히 될 수 있었을 것이다. 그런데 이미 준공은 내 놓고 책임소재는 따로 없고 또 예산 들여서 지금 보수는 하고 있고. 지하 같은 경우에는 굴착공법을 어떻게 썼는지 모르지만 비가 줄줄 새고 있고, 물론 주차장이지만. 그래서 이런 부분들이 설계단계에서부터 좀 더 면밀하게 검토가 되어야 된다. 그래야 우리가 예산의 중복투자가 되지 않고 우리 공무원들이 고생한만큼의 보람이 있는데, 내가 감독하고 감리했는데 이 건물에 뭔가 문제가 있어서 하자가 돼서 예산이 투입되고 이용자들이 불편을 겪는다고 하면 자존심 문제 아니에요?""",부정,긍정
"""그런 부분들이 커버될 수 있도록, 지금 저희 기술력이 워낙 떨어져 있어서 설계감리나 이런 부분도 저희들이 인력풀을 이용해서 할 수 있도록 하겠습니다.""",긍정,중립
이상입니다.,긍정,중립
황인구 위원님 수고하셨습니다. 원활한 감사진행과…….,긍정,중립
이상입니다.,긍정,중립
이상입니다.,긍정,중립
그래서 대안학교로 요청을 한다면 행정적인 절차에 문제가 없다면 신속하게 처리해서 지원한 학생들의 학습권을 보장했으면 좋겠다는 것을 말씀드리는 겁니다.,긍정,중립
"""학교와 지역주민들하고의 이해관계가, 이해충돌이 발생됐을 때 해결 방법을 어떤 식으로 해결을 하시나요?""",긍정,중립
위원님 그 사안의 문제에 따라서 해결방법이 다를 것으로 생각을 하는데 구체적으로 말씀을 해 주시면 좋겠습니다.,긍정,중립
그러면 학생들 소음으로 민원 발생이 많이 되고 있는 건 사실이죠?,부정,중립
제가 보고 받지는 못 했습니다.,중립,부정
제가 포괄적으로 말씀드리는 겁니다.,긍정,중립
막대한 예산이 투입이 됐어요.,긍정,중립
"""그 예산이 16억 이상 투입된 걸로 기억이 됩니다. 그 부분에 대해서 예산만 투입된 것이 아니라 많은 학생들과 관계자들이 고통 속에서 지냈고 수업도 그렇게 진행된 것으로, 정상적인 수업이 이루어질 수 없던 상황 아닙니까?""",부정,중립
"""그리고 그에 대한 피해도 지금 많이 발생이 됐고, 금적, 물적 많은 피해가 발생이 됐는데 이것이 사전에 그러한 안전점검이 제대로 이루어지고 그에 대한 경보설비라든가 화재 제압, 제어를 할 수 있는 시설이 제대로 갖추어져 있었다면 화재 진압이 신속하게 이루어지고 피해가 적지 않았겠느냐 그런 생각을 해 보거든요.""",부정,긍정
"""네, 맞는 말씀입니다.""",중립,긍정
"""학교 수업 중에 갑자기 화재는 아무 때나 발생할 수 있는 소지가 있는 것이기 때문에 그에 대한 우리 어린 학생들의 안전을 담보하는 어떠한 계획 같은 것은 제가 보기에 없는 것 같아요. 쉽게 말씀드리면 지금 9호선 지하철인가 가보면 화재 방독면, 화재 마스크 이런 것도 비치돼 있더라고요?""",부정,중립
최대한 빠르게 해서 오늘 오후에라도 주시면 제가 추가질의나 내일 질의를 하도록 하고요.,긍정,중립
그렇지 않은 이유는 뭐죠?,부정,중립
많지는 않습니다. 지금 서울 관내 학교 세 곳이 소방차 진입이 불가능한데 스프링클러를 말씀하셨는데 공교롭게도 제가 자료요청하다 보니 제 지역구는 아니지만 제가 졸업한 학교입니다. 그래서 제가 여쭤보려고 하는데 이 학교 혹시 방문해 보셨어요?,부정,중립
"""제가 학교를 안 가봐서 구체적으로 말씀드리기는 그렇지만 만약에 그런 학교가 있다면, 예를 들어서 말씀하신 학교가 저희 미담학교나 이런 데되면 좀 더 빨리 개축을 한다거나 그런 방법이 있을 수 있고요. 그렇지 않다 하더라도 저희가 예산을 다른 학교에 비해서는 선투입을 해서 스프링클러를 가능한 설치를 하도록, 지금 교육부에서도 소방차 진입 불가한 학교에 대해서는 스프링클러를 법적기준을 떠나서 설치하도록 하고 있기 때문에 저희가 더 노력해야 될 부분이라고 말씀드리겠습니다.""",부정,중립
야외용 놀이터에서 많이 놀고 있습니다. 그렇다고 지금 야외용 놀이터를 실내용 놀이터로 다 바꿀 수도 없고요. 이런 상황에서 놀이터에 햇빛가림막 등 일시적으로 할 수 있는 차양막 설치라든지 이런 것들을 필요로 하는 목소리가 있습니다. 혹시 햇빛알레르기라든지 다양한 미세먼지를 차단할 수 있는 놀이터에 대한 대책이라든지 방안이 강구되고 있는 게 있습니까?,부정,중립
"""솔직히 말씀드리면 위원님께서 자료요구를 하셔서 저희가 이 부분을 좀 더 자세히 볼 수 있는 계기가 됐습니다. 그래서 그 부분은 감사드리고요. 현재 저희가 파악한 바로는 놀이시설 1,000여 개 중에 16% 정도는 햇빛가림막이 운영되고 있는 것으로 알고 있고요. 저희가 어렵지만 계속 말씀드리는 게 이런 햇빛가림막 부분이 법적으로 강제의무조항은 아니다 보니까 예산이나 이런 것을 편성할 때 조금 후순위로 밀리는 것은 사실입니다. 그리고 관련법령에 따르면 놀이터의 위치를 선정할 때 사실은 이런 부분들을 고려해서 선정하라는 부분들이 있어서 향후에 놀이터 위치를 선정할 때 이런 부분들이 고려되어야겠다고 생각하고요. 차양이라든지 간이천막 이런 부분들이 예산상 학교운영비로도 될 수 있는 부분인지 이런 부분들을 종합적으로 파악을 해서 저희 검토해 보도록 하겠습니다.""",긍정,중립
저희가 이런 부분의 문제점이나 이런 부분을 권고를 하고 유도하도록 하겠습니다.,긍정,중립
사실 체육관을 이용한 체육수업과 관련해서는 제가 데이터를 갖고 있지 않은데 말씀해 주시면 저희가 같이 고민을 하도록 하겠습니다.,중립,긍정
"""가장 오래된 학교는 제가 정확하게는, 말씀해 주시면 감사하겠습니다. 금화초등학교, 수영장 있는…….""",긍정,중립
"""금호초등학교예요. 제 지역구에 있고 제가 졸업한 학교인데 금호초등학교가 우리 교육청에서 한 최초의 복합화 학교이고 20년이 도래하고 있습니다. 제가 이것을 자세히 들여다보니까, 지금 이 복합화시설의 운영 주체는 어디입니까?""",부정,중립
"""그러면 우리 교육청에서는 여기와 관련해서 책임지고 있는 부서는 어디입니까? 책임지고 구청과 협의하거나 혹은, 복합화시설이라는 것은 학교와 상당히 밀접하게 연결되어 있죠. 저도 졸업해서 아는데 여기 급식실이나 체육관이 전부 다 학교와 연결되어 있어요. 그러면 학교에서 책임 없는 것 아니잖아요. 사실 코로나 아닐 때는 아이들 수영수업 여기에서도 하죠?""",긍정,중립
그게 지금 관리본부에서 역점을 두어서 진행하시는 사업입니까?,긍정,중립
"""그래서 거기에 대해서 제가 그때 이야기하니까 좋은 생각이시다 하고 한번 모색해 보겠다 이렇게 얘기하시더니 그쪽이 방향이 아니라 올 8월에 그런 홈페이지도 개설을 하시고 거기에서 하루 5개 학교, 10개 학교 올리면 그것을 지금 가서 수리를 해 주고 계시는 거예요.""",긍정,중립
"""네, 맞는 말씀입니다.""",중립,긍정
"""아니, 아니요. 사립학교 학생들.""",중립,부정
죄송합니다. 좀 더 고민해 보겠습니다. 하고 보고를 드리도록 하겠습니다.,부정,긍정
이상입니다.,긍정,중립
다양하게 사용하고 있는 것으로 알고 있습니다.,긍정,중립
또 제일 많이 학급을 감당하는 학교도 있을 것 아니에요?,중립,긍정
30명이 넘는다?,긍정,중립
청소를 하든가 말든가 관심이 없다는 얘기 아니야.,중립,부정
"""아니, 학교 입장에서는 학교 운영비도 아껴야지.""",부정,긍정
"""평소에는 상관없어 1년에 한두 번이고, 지금은 위급한 상황 아닙니까? 한 달에 한 번이라도 코로나19인데 그런 것도 예산을 더 들여서라도, 만에 하나 집단감염을 방지하기 위해서는 냉난방기하고 공기청정기 설치는 다 됐는데 문제는 유지관리다…….""",부정,중립
정기적으로 점검만 하지 말고 일선 교육청에 지시를 내려서 지도점검하세요. 말씀하세요.,긍정,중립
교사가 뭐 이렇게…….,중립,부정
400개면 전체가 아니네?,중립,부정
"""나는 어느 학교 교사가 필터 교체한다고 해서……. 위원님 얘기 좀 해주세요, 애들 가르치는 것도 힘든데…….""",중립,부정
"""더불어민주당 소속 신도림동, 구로1동, 구로2동, 구로5동 출신 이호대입니다. 말씀을 듣다 보면 답답하다 그런 느낌도 받네요. 우선 오전에 얘기 나왔던 대로 학교시설 개방 관련해서 지적이 있었습니다. 그리고 교육재정과 자료를 받아서 봤는데 본회의에서 몇 번 이런 지적이 있었고 이런 민원도 있어서 결국 조례를 개정하고 그 대책으로 교육청에서 60억 시에서 30억 받아서 인센티브를 부여해서 개방을 늘리겠다 그래서 계속 가신 거죠?""",부정,중립
오래된 건물이 많은 우리는 당해야 됩니까? 그렇지 않죠?,부정,중립
이게 화재뿐만 아니라 다른 부분도 관련해서 더욱더 저희가 세밀하게 살펴보도록 하겠습니다.,긍정,중립
지적이 있으셨죠. 어쩔 수 없다……. 여하간 숭고한 정신 가지고 사립학교를 만들고 그 가치를 실현하기 위해서 애써 주신 많은 분들이 계시죠?,부정,긍정
사실 쉽게 해결할 수 있으면 얼마나 좋겠습니까. 계속 노력을 해 주시는데 방법이 없는 것도 알아요. 현실적인 한계도 압니다. 그래도 계속 저는 주문합니다.,부정,긍정
"""또 하나 얘기할게요. 체육관 없는 학교 많죠. 지금 84개 중에 부지 협소, 하여튼 땅이 부족해서 체육관을 지을 수 없는 곳도 44곳이 돼요.""",부정,중립
아니요. 그건 아닙니다. 그런데…….,중립,부정
또 저희가 단년도로 하던 환경개선사업을 3년 단위로 하는 부분을 내년에 시범적으로 하고 있는 부분이 있어서 시설사업의 우선순위나 이런 부분들을 예년하고 다르게 종합적으로 다시 저희가 검토해야 되고 고민해야 되는 부분이 있어서 이런 부분도 같이 고민하도록 하겠습니다.,중립,긍정
민원도 많고. 그렇죠?,긍정,중립
"""5,000만 원이요? 아니, 이렇게 중요한 걸, 그거 보여주기식 아닙니까?""",부정,중립
"""그래서 촘촘하고 꼼꼼하게 설계되고 주민들의 의견을 듣고 정말 몇 십 년 동안 해결하지 못하는, 교육청도 그렇고 교육위원회도 그렇고 주민들, 학부모들도 다 같이 고민하는 문제인데 이렇게 중요한 문제를 5,000만 원, 그러니까 예산의 크고 작음이 문제가 아니라 이게 그냥 얼핏 봐도 180일 용역이고 5,000만 원짜리 용역으로 그것에 대한 안을 제시한다? 지나가는 개가 웃겠습니다. 그렇지 않나요? 더 많은 연구전문가들이 참여하고 그래서 성숙한, 조금 더 시간이 걸리더라도 지금 이왕 이렇게까지 끌어졌으니까 더 많은 사람들이 같이 연구하고 고민하고 그 결과 가지고 같이 토론하고 할 수 있도록 만들어야 되는 것 아닌가요?""",긍정,부정
그리고 정말 중요하다고 생각하시면 정말 더 많은……. 무슨 의미인지 아시죠?,긍정,중립
위원님 걱정해 주시는 부분 저희도 많이 걱정하고 있는 부분입니다.,중립,긍정
이게 한번 결정하면 또 30년이 갈지 100년이 갈지 모르잖아요.,부정,중립
추진하는 사업인데 관련해서 저희가 무슨 의견을 나누거나 그런 것은 전혀 없습니다.,부정,중립
아무래도 서울이라는 도시의 특성상 부지 확보가 그렇게 쉽지는 않은 것 같습니다. 그래서 기존에 있는 사립유치원을 매입하는 부분이 단설유치원을 설립하는 부분에서 시기적이라든지 절차상 훨씬 더 편하게 할 수 있는 부분의 여지는 있는 것 같고 그 부분과 관련해서 이 정책이 도입되고 유치원의 공공성 강화의 하나의 축으로 지금 추진되고 있다고 말씀드리겠습니다.,부정,중립
그러니까 그것이 문제라는 거죠.,부정,중립
유치원 얘기가 많이 나와서 한번 해 보는 거예요.,긍정,중립
그런 것 참고해서 하시고. 그래도 나왔으니까 한말씀 하시고 가셔야지,부정,중립
"""학교관리를 많이 하고 계시는데 새로운 정책 개발을 해서 좀 새롭게 필요한 것을 했으면 좋겠다 그런 생각이 들어서, 요새는 공기가 상당히 문제란 말이죠.""",부정,긍정
이상입니다.,긍정,중립
"""이거 돈 들여서, 제가 아까 15개 매입형 유치원 총 금액을 토털해 보니까 964억 원이 들어갔습니다. 막대한 예산이죠. 그 리모델링 비용까지 포함하면 1,000억이 넘어가요. 그런데 그렇게 돈 1,000억 들여서 건물 같지도 않은 건물, 비좁아 터지는 이런 데 만들어 놓지 말고 우리 유휴교실을 잘 파악해서 있는 교실 병설유치원 만들면 돼요. 법적으로 그렇게 돼 있으면 그 법 개정해서 교장선생님 책임 좀 덜어드리고요. 정 안 된다면 원장님이라도 투입해서 적극적으로 대응해야죠. 돈을, 예산을 아낄 수 있는 방법이 얼마든지 있는데 그건 놔두고 애먼 행정을 하고 있다 이 말이에요. 그렇게 생각하지 않습니까?""",부정,중립
위원님 말씀에 많은 부분 저희가 공감을 하고요. 위원님들께서 여러 차례 지적해 주셨는데 저희가 정확한 유휴교실 파악 대책을 마련하지 못하고 있는 부분에 대해서는 죄송하다는 말씀을 일단 드리겠습니다. 제가 학교를 대변하는 것은 아니지만 위원님의 그 전체적인 취지에 대해서는 제가 동감을 하면서 다만 학교가 이전하고는 달리 초등학교 같은 경우에는 돌봄이라든지 방과후 이런 교육과정이 다양화되다 보니까 저희가 생각하는 것보다는 필요한 교실 수가 조금 더 많은 것 같다는 생각은 좀 들고요.,부정,긍정
"""제가 한 가지 사례를 말씀드릴게요. 우리 남부교육지원청에서는 특정 학교에 유휴교실이 있는 걸로 파악을 했어요. 그래서 그 교실에 충분히 아이들 수용이 가능하다, 학급 수를 늘리자고 우리 남부교육지원청은 얘기를 합니다. 해당 교장선생님은 뭐라고 하시는지 아십니까? 유휴교실이 아니다. 특별교실을 만들어야 되는 곳이라고 주장하는 겁니다. 이게 오늘날 현실입니다. 근본적인 원인을 아셔야 처방전이 나오죠. 우리 국장님 말씀하신 것 누가 모릅니까? 여기 자료에 그런 얘기들 다 나와 있습니다. 우리가 자료 다 읽고 여기 들어옵니다. 다 알고 있는 얘기잖아요. 그러면 적극적으로 개선해 주시려고 노력이라도 하셔야지 어떻게 여기에서 위원들이 그렇게 그렇게 주문을 해 왔건만 달라지는 게 하나도 없느냐 이 말입니다. 3년 동안 위원들은 줄기차게 얘기하고, 얘기하고, 얘기했는데 지금까지 뭐 하셨냐는 말입니다. 3년 전이나 지금이나 똑같아요, 똑같아요. 이렇게 하면 되겠습니까? 저는 사실 행정사무감사 의미에 대해서도 심각하게 고민하고 있습니다. 왜, 행정사무감사를 이용해서 위원들이 잘못된 부분들 지적하고 그러면 개선이 되어야 되는데 개선이 안 되더라 이 말씀을 드리는 겁니다.""",중립,긍정
안 들려요.,중립,부정
말씀드리는 게 과밀학급이 심각한 곳은 매우 심각합니다.,부정,중립
"""그러면 연장선상에서 일부학교에서는 무허가 건물들이 있더라고요, 컨테이너가 있는. 그런데 지금 컨테이너를 활용하고 있는 곳은 전부 다 안을 창고로 사용하고 있습니다. 그런 교실들을 활용해서 특별실을 만들 수 있는 방안이 있습니까?""",부정,중립
임시교사가 아니고 이 컨테이너 건물 뭐냐고 제가 물어보니까 그냥 무허가건물이라고 하던데요. 학교 담장 안에 있어요. 그것은 따로 우리가 건물을 할 때…….,중립,부정
그런 부분들은 저희가 현황조사를 해서 양성화를 시켜야 되는 부분이라고 생각합니다.,긍정,중립
"""그것도 전수조사해 보세요. 분명히 학교 안에 컨테이너 건물이 지금 비어 있거나 단순히 창고로만 사용되고 있는 곳이 있어요. 그런 곳들이 지금 꽤 보이거든요. 그런 곳들을 활용한다면 앞에 존경하는 양민규 위원님이 말씀하신 부분들이나 유휴교실이 없다고 자꾸 교육청은 얘기하는데 그런 것들을 활용하면 만들 수 있잖아요. 그런 부분들을 제대로 강구를 해 주셔야 될 것 같아요. 그리고 제가 자료요청한 것을 지금 받았습니다만 축소를 지향하는데, 지금 면적 축소현황이 있습니다. 주차장 설치 사유, 학교 운동장의 면적 축소현황이 8건이나 있네요. 여기 보면 주차장이 있습니다. 이 주차장을 확보하기 위해서 학교들이 지금 운동장 면적을 축소하거나 초등학교에는 놀이터도 축소한다는 이야기도 있습니다. 이게 합리적이라고 생각하시나요, 국장님? 아까 전에 우리 위원님들이 말씀하셨는데 학교의 주인은 우리 학생들이죠?""",긍정,중립
아니라고 생각합니다.,부정,긍정
"""고양시오. 제가 본부장님까지 여쭤봤는데 말씀하신 것처럼 고양, 성북, 송파 이렇게 말씀하시죠. 그런데 본부장님은 경기도라고 큰 광역단위를 얘기했는데 대다수의 지역주민들은 어디 사냐고 물어봤을 때 자신의 자치구를 얘기를 합니다, 살고 있는 행정구역을 얘기하죠. 보통 서울 사시는 분들이 서울 사신다고 하지 않고 서울분들이 물어보면 성동구 사신다고 하고 영등포 사신다고 하고 동대문 사신다고 합니다. 마찬가지로 주민들의 가장 불편함을 해소하는 것은 가장 기초단위의 자치구입니다. 자치구에 당연히 민원이 발생하겠죠. 우리 본부장님 성동광진교육지원청에 계셨죠? 제가 무슨 말씀하려는지 아시죠? 학생 배정과 관련해서 지역주민들이 행정구역이 잘못되어 있기……. 행정구역이 잘못되어 있다기보다는 현행상으로 성동구에 있는 아이들이 내 집 앞에 학교가 있는데 내 집 앞 학교가 중구가 돼 버리는 경우가 있습니다. 그런데 우리가 지금 자꾸만 자치분권이 강화되고 우리 각 자치구들이 따로 학생들에게 지원할 수 없으니 교육 차원에서 교육 지원, 교육에 대해서 경비가 됐든 시설이 됐든 물품이 됐든 지원을 합니다. 자치구는 어디에 지원을 하죠? 학교에 지원을 하죠?""",중립,부정
일단 위원님께서 말씀하신 것처럼 계속 말씀이 나오고 있는 부분이기는 한데요 지금 46개 학교군 자체가 1996년도 고시에 기준해서 설정되다 보니까 많은 세월이 흘렀고 그런 과정 속에서 지역별 학생 수의 변화라든지 주택의 유형 변화들이 있다 보니까 이런 문제가 일어난 부분이 있다고 생각을 하고요. 그런 부분들을 저희가 적극적으로 해소하기 위한 방법이 연구과정에 있다는 말씀을 드리겠습니다.,긍정,중립
"""서울에 분명히 여러 군데가 있을 거예요. 여기에 대한 대안이 있느냐는 말씀입니다, 제가. 드리고자 하는 말씀은 이런 거예요. 내 집 앞의 학교가 아니라 다른 학교에 가는 것에 대한 문제점은 다른 위원님들이 충분히 설명을 하셨고, 두 번째는 내 집 앞 학교가 자치구가 달라서 우리 아이가 내가 내는 세금에 대한 혜택을 못 받는다고 주민들이 느낄 때 이 해소를 어떻게 해 줄 거냐는 거죠.""",부정,긍정
어떤 어려움이 있죠?,부정,중립
사례가 있을 거예요. 제가 지금 찾아보고 말씀드리는 거거든요. 사례가 있으니까 그런 부분들을 좀 적극적으로 검토하셔서…….,긍정,중립
"""네, 사례도 말씀해 주시고 저희도 한번 검토해 보겠습니다.""",긍정,중립
알겠습니다. 끝나고 제가 따로 논의를 할 수 있는 장을 만들도록 하겠습니다.,긍정,중립
"""교육은 흔히 백년지대계라는 말이 있어요. 말 그대로 미래의 사회와 나라를 이끌어 갈 인재를 기르는 정책이기 때문에 지금 당장 눈 앞의 이익만 보고 살피면 안 된다 이런 뜻에서 교육이 백년지대계이다, 되게 중요한 의미를 두고 있는 부분인데요. 사실은 교육을 가르치기 위해서는 교육공간이 매우 중요합니다. 그래서 지금 우리 공무원 여러분들도 고생하고 있는 부분인데, 공유재산 관련해서 여쭙겠습니다. 현재 본 위원에게 제출한 자료를 받아서 보니까 우리 교육시설이 국유지, 국공유지, 공유지죠. 국유지, 시유지, 구유지를 점유하고 있는 현황을 받아봤고요. 또 하나는 교육감이 관리하는, 쉽게 얘기하면 교특회계에 관련된 공유지를 국가나 서울시 자치구가 점유한 현황 자료를 받았어요.""",중립,부정
"""내 얘기는 소관부서는 당연히 평생과 도서관에서 관련하지만 재산에 문제된 건데 내 부서가 아니라는 게 어디 있어요, 교육행정국장님이.""",중립,부정
"""교육청도 당연히 국회 쪽에 노력을 해야 되고 저희 서울시의회도 이 부분에 대해서는, 나도 강동구 소속이고 지자체 출신 소속이기 때문에 지자체장, 만일 된다면 상황이 달라질 수 있을지 모르겠지만, 적어도 우리 교육을 바라보는 입장에서 이 부분은 좀 더 깊은 고민을 국가도 해야 되고 자치단체도 해야 된다 이 생각이 드는 거예요. 그래서 국유재산특례제한법에 교육시설 부지가 포함돼서 국유시설을 사용할 때 무상이나 감면 또는 양여될 수 있도록 이런 부분에 국유재산특례제한법이 적용되어야 된다, 분명히 개정되어야 하는 측면에서 교육청도 노력해 주시고 저희 위원회 차원에서도 국유재산특례제한법이 꼭 통과될 수 있는 촉구 건의안을 내도록 우리 위원님들과 협의를 하겠습니다.""",중립,부정
"""네, 맞는 말씀입니다.""",중립,긍정
제가 어떻게 보면 국회에서 문제되기 이전에 시에서 이런 부분을 지적하는 것도 앞서가는 측면이 없지 않아 있을 수 있다고 보지만 당장 우리 목전에 다가온 부분일 수도 있기 때문에 말씀드린 거예요.,긍정,중립
꼭 챙겨주시길 부탁드리겠습니다. 이상입니다.,긍정,중립
오늘 하신 말씀에 대해서 신빙성 있는 예산 확보해야 됩니다. 제가 예산서를 받아봤는데 환경개선사업의 예산이 상당히 많이 삭감이 된 것 같은데 그 부분에 대해서 우려를 표하는 바이고요.,부정,중립
자재의 기준이라든가 이런 부분이 있잖아요. 특히 유해물질이 발생하는 그런 자재들은 가급적 사용을 안 하고 친환경 자재로 사용하고 있죠?,긍정,중립
제가 사실 그 부분은 구체적으로 잘 현황파악이 되어 있지는 않은데요 말씀하신 부분으로 노력하고 있다는 정도는 알고 있습니다.,긍정,중립
"""인조잔디를 지금은 지원하지 않고 마사토로 하잖아요. 마사토로 하는 이유가 있죠? 친환경적으로 운동장을 어린학생들이 마음껏 뛰어놀 수 있는 그런 환경을 조성하기 위해서 하는데, 자료 좀 띄워주세요. 학교 운동장은 우리 학생들에게 돌아가야 되는 거죠. 맞죠?""",부정,중립
안타까운 마음이 듭니다.,부정,긍정
이상입니다.,긍정,중립
행정실에서도 말로만 그렇게 하지 말고 시설점검이라든지 우리들의 학교 행정으로 해야 할 이런 일들을 늘 성실하게 해 주셨으면 좋겠습니다. 우리 했어요 이게 아니고. 학교 현장에 나가보시면 알걸요? 얼렁뚱땅.,부정,긍정
